model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemma-4-31b-it,3657,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,15,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5003,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,8996,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,9876,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9696,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2155,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2362,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,2419,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9029,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,500,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2338,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,6935,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8549,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,1123,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2356,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4369,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2231,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1881,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,6838,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,7684,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6299,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2067,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,687,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1739,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9846,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,8100,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4207,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,6709,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3218,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,638,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,3306,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,9072,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9067,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,875,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9906,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,1187,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3863,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7867,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8740,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2187,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,908,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2888,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5478,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,648,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2458,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,2411,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2908,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,7243,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1198,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2895,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,4635,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,8570,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6188,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2813,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,146,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8374,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5732,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9659,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,4064,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7997,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,9912,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3073,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8880,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,2326,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,7419,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2503,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,198,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,73,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8367,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5740,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,1053,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3594,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,1480,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,4275,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2110,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,1743,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8604,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8956,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4250,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,9657,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5007,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,9256,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,6979,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,5122,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,1722,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1590,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,7615,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,1363,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,7005,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,3044,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4285,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,4192,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,9662,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2038,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,2457,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,9856,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,8280,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5653,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,3690,5,,0,,http_402,0,0,0
