model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemini-3-flash-preview,1885,2,,0,,http_402,0,0,0
google/gemini-3-flash-preview,4607,8,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5188,7,,0,,http_402,0,0,0
google/gemini-3-flash-preview,2888,0,,0,,http_402,0,0,0
google/gemini-3-flash-preview,6878,5,,0,,http_402,0,0,0
google/gemini-3-flash-preview,1823,1,,0,,http_402,0,0,0
google/gemini-3-flash-preview,5007,3,,0,,http_402,0,0,0
google/gemini-3-flash-preview,7469,9,,0,,http_402,0,0,0
google/gemini-3-flash-preview,500,6,,0,,http_402,0,0,0
google/gemini-3-flash-preview,3371,4,,0,,http_402,0,0,0
