model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemma-4-31b-it,3179,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,1321,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4252,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5815,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,2650,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,7111,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3094,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2601,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,3348,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8777,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7143,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,8250,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8249,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7768,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3676,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,2657,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,5810,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,4544,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,7644,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9918,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2428,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4953,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2797,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2998,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7415,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,7079,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,849,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9273,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4115,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2777,4,,0,,http_402,0,0,0
