model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemma-4-31b-it,8907,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9555,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,7690,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,464,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5439,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,493,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5945,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4789,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1524,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1211,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,9026,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,3635,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,1757,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2488,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,5038,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,6878,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1495,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,8382,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2196,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4057,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,6169,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,586,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9315,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2641,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,5865,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,145,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4914,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7381,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,5177,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,2182,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,5304,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,4809,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,9663,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3464,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2521,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5787,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,5049,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,1261,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8391,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,7328,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,3541,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,9317,7,,0,,http_402,0,0,0
