model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemma-4-31b-it,1842,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5913,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,1848,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,9972,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9125,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1910,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3096,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4154,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,2116,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3143,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,1137,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,5544,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6537,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2223,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8717,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7657,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2953,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5712,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2836,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4447,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9314,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8274,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2461,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,1459,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,5978,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4455,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,9175,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1849,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,4009,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,4905,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,1653,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,6355,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4385,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,8979,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,9099,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,349,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,8723,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,5842,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,9752,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,7329,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,5039,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,7022,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5905,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5639,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,1632,4,,0,,http_402,0,0,0
